Items, Size, Frequency, Support, Score
Organic Zucchini, Organic Red Bell Pepper, 2, 6727, 0.0015478846764939434, 4.462436114921139
Organic Zucchini, Red Peppers, 2, 6298, 0.0014491716504472804, 4.299416191032086
Organic Zucchini, Green Bell Pepper, 2, 5859, 0.0013481576214624668, 4.0121386874934
Organic Zucchini, Organic Garnet Sweet Potato (Yam), 2, 7181, 0.001652350209885983, 5.232997377145087
Organic Zucchini, Organic Yellow Squash, 2, 5173, 0.0011903088199053322, 17.69816047384196
Organic Blueberries, Organic Lemon, 2, 5146, 0.0011840961119723254, 2.3335555883999786
Organic Blueberries, Organic Grape Tomatoes, 2, 6055, 0.0013932572790502195, 2.8446753168861605
Organic Blueberries, Organic Cucumber, 2, 5226, 0.0012025041354775305, 2.54396384696507
Organic Blueberries, Organic Baby Carrots, 2, 5022, 0.0011555636755392572, 2.581692991752183
Organic Blueberries, Organic Blackberries, 2, 6828, 0.001571124806169265, 4.374424781932019
Organic Blueberries, Raspberries, 2, 7561, 0.0017397883215357077, 5.135851688514674
Cucumber Kirby, Organic Fuji Apple, 2, 7283, 0.0016758204398551197, 3.416738486968096
Cucumber Kirby, Organic Grape Tomatoes, 2, 7267, 0.0016721388351540786, 3.595451484460449
Cucumber Kirby, Seedless Red Grapes, 2, 5826, 0.0013405643117665696, 2.9266900207047053
Cucumber Kirby, Honeycrisp Apple, 2, 6648, 0.0015297067532825533, 3.4770222253689904
Cucumber Kirby, Organic Baby Carrots, 2, 6052, 0.0013925669781687745, 3.276472465269772
Cucumber Kirby, Yellow Onions, 2, 5298, 0.0012190713566322153, 3.0011491827908006
Cucumber Kirby, Organic Baby Arugula, 2, 5251, 0.0012082566428229073, 3.0207419859756417
Cucumber Kirby, Original Hummus, 2, 5163, 0.0011880078169671814, 3.033387219563049
Cucumber Kirby, Asparagus, 2, 5063, 0.001164997787585675, 3.100934810142936
Cucumber Kirby, Michigan Organic Kale, 2, 5793, 0.0013329710020706725, 3.6024664241540343
Cucumber Kirby, Red Peppers, 2, 6124, 0.001409134199323459, 4.586589374434718
Cucumber Kirby, Red Vine Tomato, 2, 6879, 0.0015828599211538334, 5.292303960900019
Cucumber Kirby, Boneless Skinless Chicken Breasts, 2, 5407, 0.0012441522886580574, 4.499329569619994
Organic Fuji Apple, Seedless Red Grapes, 2, 5946, 0.0013681763470243776, 3.20688933526926
Organic Lemon, Organic Grape Tomatoes, 2, 5527, 0.0012717643239158651, 2.988596024313365
Organic Lemon, Apple Honeycrisp Organic, 2, 6116, 0.0014072933969729387, 3.337626556262478
Organic Lemon, Organic Cucumber, 2, 8747, 0.002012687270000375, 4.900719538184865
Organic Lemon, Organic Large Extra Fancy Fuji Apple, 2, 5614, 0.001291783049477776, 3.4254001357602064
Organic Lemon, Organic Baby Arugula, 2, 5259, 0.0012100974451734277, 3.30639139155446
Organic Lemon, Organic Gala Apples, 2, 5043, 0.0011603957817093737, 3.174654932961694
Organic Lemon, Fresh Cauliflower, 2, 5096, 0.001172591097281572, 3.2693837579174954
Organic Lemon, Organic Cilantro, 2, 5732, 0.0013189348841479535, 3.7370693368715284
Organic Lemon, Organic Red Onion, 2, 5945, 0.0013679462467305625, 3.998888176385292
Organic Lemon, Organic Small Bunch Celery, 2, 6743, 0.0015515662811949845, 4.54143340123747
Organic Lemon, Michigan Organic Kale, 2, 5104, 0.0011744318996320926, 3.468858271338715
Organic Lemon, Organic Tomato Cluster, 2, 5439, 0.0012515154980601395, 3.8762545399745703
Organic Lemon, Organic Italian Parsley Bunch, 2, 6830, 0.001571585006756895, 5.161555575165938
Organic Lemon, Organic Red Bell Pepper, 2, 5247, 0.001207336241647647, 4.173390014079356
Organic Lemon, Organic Ginger Root, 2, 5893, 0.001355981031452179, 5.18838910496842
Organic Grape Tomatoes, Apple Honeycrisp Organic, 2, 5072, 0.0011670686902300106, 2.867607439535418
Organic Grape Tomatoes, Organic Cucumber, 2, 8192, 0.0018849816069330138, 4.755113134711693
Organic Grape Tomatoes, Organic Baby Carrots, 2, 5720, 0.0013161736806221727, 3.5063341141121134
Organic Grape Tomatoes, Organic Baby Arugula, 2, 6370, 0.0014657388716019651, 4.149165050701958
Organic Grape Tomatoes, Organic Red Onion, 2, 6127, 0.0014098245002049042, 4.269779710916622
Organic Grape Tomatoes, Organic Red Bell Pepper, 2, 5484, 0.0012618700112818175, 4.519033309250339
Apple Honeycrisp Organic, Organic Cucumber, 2, 6030, 0.001387504771704843, 3.532488351952077
Apple Honeycrisp Organic, Organic Baby Carrots, 2, 5213, 0.0011995128316579348, 3.225057847805228
Apple Honeycrisp Organic, Organic D'Anjou Pears, 2, 5757, 0.0013246873914933301, 5.642505976596313
Seedless Red Grapes, Honeycrisp Apple, 2, 6613, 0.001521653242999026, 3.976240251974692
Seedless Red Grapes, Organic Baby Carrots, 2, 5321, 0.0012243636633899617, 3.311757289587502
Organic Cucumber, Organic Baby Carrots, 2, 5099, 0.0011732813981630173, 3.238659221666532
Organic Cucumber, Organic Large Extra Fancy Fuji Apple, 2, 6470, 0.0014887489009834717, 4.237759867286683
Organic Cucumber, Organic Gala Apples, 2, 5346, 0.0012301161707353385, 3.612681489720671
Organic Cucumber, Fresh Cauliflower, 2, 5326, 0.001225514164859037, 3.6680124773028004
Organic Cucumber, Organic Cilantro, 2, 5730, 0.0013184746835603234, 4.010262089909677
Organic Cucumber, Organic Red Onion, 2, 5939, 0.001366565644967672, 4.288386172022083
Organic Cucumber, Organic Small Bunch Celery, 2, 8985, 0.0020674511399283607, 6.496075029281479
Organic Cucumber, Michigan Organic Kale, 2, 5540, 0.001274755627735461, 4.041837192071237
Organic Cucumber, Organic Tomato Cluster, 2, 6489, 0.0014931208065659578, 4.964370246465667
Organic Cucumber, Organic Italian Parsley Bunch, 2, 5118, 0.0011776533037455037, 4.151961774475746
Organic Cucumber, Organic Granny Smith Apple, 2, 5515, 0.0012690031203900845, 4.613483265532415
Organic Cucumber, Organic Red Bell Pepper, 2, 6480, 0.0014910499039216224, 5.532814057367503
Organic Cucumber, Organic Ginger Root, 2, 5156, 0.001186397114910476, 4.873064582181009
Honeycrisp Apple, Organic Baby Carrots, 2, 5046, 0.001161086082590819, 3.269811355273965
Organic Baby Carrots, Original Hummus, 2, 7303, 0.001680422445731421, 5.316012871232452
Sparkling Water Grapefruit, Lime Sparkling Water, 2, 13789, 0.0031728529514159338, 15.588149023566489
Sparkling Water Grapefruit, Sparkling Lemon Water, 2, 9553, 0.0021981481068153175, 15.313870345386514
Sparkling Water Grapefruit, Pure Sparkling Water, 2, 6457, 0.0014857575971638757, 11.800223142933662
Sparkling Water Grapefruit, Peach Pear Flavored Sparkling Water, 2, 6968, 0.001603338847303374, 17.26626640674483
Sparkling Water Grapefruit, Sparkling Water Berry, 2, 6243, 0.001436516134287452, 18.88975289327511
Organic Large Extra Fancy Fuji Apple, Organic D'Anjou Pears, 2, 5119, 0.0011778834040393187, 5.609569907081314
Organic Gala Apples, Organic D'Anjou Pears, 2, 5082, 0.0011693696931681613, 5.745763579711208
Fresh Cauliflower, Organic Cilantro, 2, 5467, 0.0012579583062869613, 4.381299757549824
Fresh Cauliflower, Asparagus, 2, 5421, 0.0012473736927714682, 4.460386707441013
Fresh Cauliflower, Organic Small Bunch Celery, 2, 5412, 0.0012453027901271328, 4.480500164951447
Original Hummus, Organic Peeled Whole Baby Carrots, 2, 5228, 0.0012029643360651607, 5.2968504819592654
Organic Cilantro, Organic Red Onion, 2, 9069, 0.0020867795646088262, 7.620162188194104
Organic Cilantro, Organic Small Bunch Celery, 2, 5290, 0.0012172305542816947, 4.450541697720312
Organic Cilantro, Organic Italian Parsley Bunch, 2, 7828, 0.00180122509998433, 7.389722556655469
Organic Cilantro, Organic Ginger Root, 2, 6580, 0.001514059933303129, 7.23668057532725
Organic Cilantro, Jalapeno Peppers, 2, 6158, 0.0014169576093131713, 8.240106649941515
Organic Red Onion, Organic Italian Parsley Bunch, 2, 5456, 0.0012554272030549955, 5.313908901630683
Organic Red Onion, Organic Red Bell Pepper, 2, 5442, 0.0012522057989415847, 5.578485195758162
Organic Red Onion, Green Bell Pepper, 2, 5175, 0.0011907690204929623, 5.476082172054728
Organic Small Bunch Celery, Michigan Organic Kale, 2, 6268, 0.0014422686416328285, 5.497143908740729
Organic Small Bunch Celery, Organic Italian Parsley Bunch, 2, 7681, 0.0017674003567935157, 7.490484290794234
Organic Small Bunch Celery, Organic Ginger Root, 2, 5472, 0.0012591088077560366, 6.216907628389582
Organic Small Bunch Celery, Organic Carrot Bunch, 2, 5094, 0.001172130896693942, 8.334655523375037
Organic Blackberries, Raspberries, 2, 5351, 0.0012312666722044138, 5.910258162474741
Raspberries, Blueberries, 2, 6096, 0.0014026913910966372, 7.463412654240957
Raspberries, Hass Avocados, 2, 5296, 0.0012186111560445851, 7.196868239261908
Raspberries, Blackberries, 2, 6185, 0.0014231703172461782, 18.430090950638483
Organic Red Bell Pepper, Green Bell Pepper, 2, 7086, 0.001630490681973552, 8.866480386681951
Organic Red Bell Pepper, Organic Bell Pepper, 2, 6024, 0.0013861241699419525, 17.969688356049005
Red Peppers, Green Bell Pepper, 2, 7225, 0.0016624746228138458, 9.303453866734174
Red Peppers, Orange Bell Pepper, 2, 5529, 0.0012722245245034953, 10.059677495279661
Lime Sparkling Water, Sparkling Lemon Water, 2, 8874, 0.0020419100073148884, 23.23738762674622
Bunched Cilantro, Jalapeno Peppers, 2, 6034, 0.0013884251728801032, 12.430324248789004
Orange Bell Pepper, Yellow Bell Pepper, 2, 7520, 0.0017303542094892902, 29.90038157948307
Organic Whole Strawberries, Frozen Organic Wild Blueberries, 2, 7015, 0.0016141535611126823, 30.142530712269323
Total 2% with Strawberry Lowfat Greek Strained Yogurt, Total 2% All Natural Greek Strained Yogurt with Honey, 2, 5947, 0.0013684064473181926, 35.11731476225523
Total 2% with Strawberry Lowfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blueberry, 2, 9565, 0.0022009093103410983, 62.91761000709065
Total 2% with Strawberry Lowfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt with Peach, 2, 8241, 0.001896256521329952, 56.458365094051494
Total 2% with Strawberry Lowfat Greek Strained Yogurt, Total 2% Greek Strained Yogurt with Cherry 5.3 oz, 2, 5567, 0.0012809683356684678, 41.93415767983734
Total 2% Lowfat Greek Strained Yogurt With Blueberry, Total 2% Lowfat Greek Strained Yogurt with Peach, 2, 6461, 0.001486677998339136, 63.82829511872687
Total 2% Lowfat Greek Strained Yogurt With Blueberry, Total 2% Greek Strained Yogurt with Cherry 5.3 oz, 2, 5466, 0.0012577282059931462, 59.3719686712092
Total 2% Lowfat Greek Strained Yogurt with Peach, Total 2% Greek Strained Yogurt with Cherry 5.3 oz, 2, 5127, 0.001179724206389839, 58.001106745187414
Icelandic Style Skyr Blueberry Non-fat Yogurt, Vanilla Skyr Nonfat Yogurt, 2, 6844, 0.001574806410870306, 78.8406055637146
Icelandic Style Skyr Blueberry Non-fat Yogurt, Non Fat Raspberry Yogurt, 2, 7444, 0.0017128665871593452, 95.59574849147256
Vanilla Skyr Nonfat Yogurt, Non Fat Raspberry Yogurt, 2, 5236, 0.0012048051384156812, 71.02268351484553
Banana, Organic Strawberries, Organic Baby Spinach, 3, 9828, 0.0022614256876144607, 5.0729569553505796
Banana, Organic Strawberries, Organic Hass Avocado, 3, 7094, 0.0016323314843240723, 4.172809527560986
Banana, Organic Strawberries, Organic Avocado, 3, 9079, 0.0020890805675469765, 6.402943660657559
Banana, Organic Strawberries, Large Lemon, 3, 5821, 0.0013394138102974943, 4.703498764391837
Banana, Organic Strawberries, Limes, 3, 5626, 0.0012945442530035566, 4.98397573605723
Banana, Organic Strawberries, Organic Whole Milk, 3, 6923, 0.001592984334081696, 6.298171197992231
Banana, Organic Strawberries, Organic Raspberries, 3, 6725, 0.0015474244759063132, 6.127051049281651
Banana, Organic Strawberries, Cucumber Kirby, 3, 5034, 0.001158324879065038, 6.5581896858639155
Banana, Organic Baby Spinach, Organic Hass Avocado, 3, 6222, 0.0014316840281173354, 4.006992312754763
Banana, Organic Baby Spinach, Organic Avocado, 3, 11254, 0.0025895487065947433, 8.68959830062827
Banana, Organic Baby Spinach, Large Lemon, 3, 7612, 0.0017515234365202761, 6.734003532983553
Banana, Organic Baby Spinach, Limes, 3, 6357, 0.0014627475677823692, 6.1656593751609226
Banana, Organic Baby Spinach, Organic Whole Milk, 3, 5060, 0.0011643074867042297, 5.0398982900789795
Banana, Organic Baby Spinach, Cucumber Kirby, 3, 6218, 0.0014307636269420753, 8.868958150769945
Banana, Organic Avocado, Large Lemon, 3, 8900, 0.0020478926149540802, 10.757471442425608
Banana, Organic Avocado, Strawberries, 3, 5557, 0.001278667332730317, 7.226760128417812
Banana, Organic Avocado, Limes, 3, 7621, 0.0017535943391646116, 10.099152107838941
Banana, Organic Avocado, Organic Whole Milk, 3, 5376, 0.0012370191795497904, 7.316041328945047
Banana, Organic Avocado, Cucumber Kirby, 3, 6760, 0.0015554779861898405, 13.173895640673608
Banana, Organic Avocado, Honeycrisp Apple, 3, 5042, 0.0011601656814155586, 11.760836500773589
Banana, Large Lemon, Strawberries, 3, 5110, 0.001175812501394983, 7.613878001142136
Banana, Large Lemon, Limes, 3, 8198, 0.0018863622086959042, 12.44694115338173
Banana, Large Lemon, Cucumber Kirby, 3, 5578, 0.0012834994389004336, 12.454543199338737
Bag of Organic Bananas, Organic Strawberries, Organic Baby Spinach, 3, 11554, 0.002658578794739263, 7.966050969810806
Bag of Organic Bananas, Organic Strawberries, Organic Hass Avocado, 3, 15776, 0.003630062235226468, 12.395069406505266
Bag of Organic Bananas, Organic Strawberries, Organic Whole Milk, 3, 6337, 0.001458145561906068, 7.7004929079241755
Bag of Organic Bananas, Organic Strawberries, Organic Raspberries, 3, 12233, 0.002814816894239692, 14.886989224865587
Bag of Organic Bananas, Organic Strawberries, Organic Yellow Onion, 3, 5559, 0.0012791275333179472, 8.195278901760975
Bag of Organic Bananas, Organic Strawberries, Organic Zucchini, 3, 5352, 0.001231496772498229, 8.488944775378977
Bag of Organic Bananas, Organic Strawberries, Organic Blueberries, 3, 6725, 0.0015474244759063132, 11.112148170010611
Bag of Organic Bananas, Organic Strawberries, Organic Lemon, 3, 5740, 0.0013207756864984741, 10.916334131219646
Bag of Organic Bananas, Organic Strawberries, Apple Honeycrisp Organic, 3, 5711, 0.0013141027779778373, 11.35637674653016
Bag of Organic Bananas, Organic Strawberries, Organic Cucumber, 3, 6046, 0.001391186376405884, 12.34315638640381
Bag of Organic Bananas, Organic Strawberries, Organic Large Extra Fancy Fuji Apple, 3, 5791, 0.0013325108014830423, 12.87507694831462
Bag of Organic Bananas, Organic Baby Spinach, Organic Hass Avocado, 3, 12693, 0.002920663029394622, 10.918612939829146
Bag of Organic Bananas, Organic Baby Spinach, Organic Avocado, 3, 5206, 0.0011979021296012293, 5.369225469518913
Bag of Organic Bananas, Organic Baby Spinach, Organic Raspberries, 3, 6758, 0.0015550177856022104, 9.0041601537312
Bag of Organic Bananas, Organic Baby Spinach, Organic Yellow Onion, 3, 5741, 0.0013210057867922892, 9.266286764075206
Bag of Organic Bananas, Organic Baby Spinach, Organic Garlic, 3, 5153, 0.0011857068140290307, 8.593159237930557
Bag of Organic Bananas, Organic Baby Spinach, Organic Zucchini, 3, 5638, 0.0012973054565293375, 9.790701284168492
Bag of Organic Bananas, Organic Baby Spinach, Organic Cucumber, 3, 5425, 0.0012482940939467285, 12.125759673092238
Bag of Organic Bananas, Organic Hass Avocado, Limes, 3, 5964, 0.0013723181523130487, 8.804830248562073
Bag of Organic Bananas, Organic Hass Avocado, Organic Whole Milk, 3, 5398, 0.0012420813860137218, 8.18389731037654
Bag of Organic Bananas, Organic Hass Avocado, Organic Raspberries, 3, 11940, 0.002747397508151878, 18.128868471557986
Bag of Organic Bananas, Organic Hass Avocado, Organic Yellow Onion, 3, 7387, 0.0016997508704118865, 13.58712703894647
Bag of Organic Bananas, Organic Hass Avocado, Organic Garlic, 3, 6115, 0.0014070632966791236, 11.620652818537144
Bag of Organic Bananas, Organic Hass Avocado, Organic Zucchini, 3, 6365, 0.0014645883701328898, 12.595879130970754
Bag of Organic Bananas, Organic Hass Avocado, Organic Lemon, 3, 8319, 0.0019142043442475273, 19.739153537991918
Bag of Organic Bananas, Organic Hass Avocado, Apple Honeycrisp Organic, 3, 6830, 0.001571585006756895, 16.944970156010303
Bag of Organic Bananas, Organic Hass Avocado, Organic Cucumber, 3, 7099, 0.0016334819857931476, 18.082052998342093
Bag of Organic Bananas, Organic Hass Avocado, Organic Large Extra Fancy Fuji Apple, 3, 6044, 0.001390726175818254, 16.76537210716011
Bag of Organic Bananas, Organic Yellow Onion, Organic Garlic, 3, 5735, 0.0013196251850293988, 20.449490209026944
Organic Strawberries, Organic Baby Spinach, Organic Hass Avocado, 3, 8468, 0.0019484892880259719, 10.43905527630712
Organic Strawberries, Organic Baby Spinach, Organic Avocado, 3, 5449, 0.0012538165009982902, 8.053811172032757
Organic Strawberries, Organic Baby Spinach, Organic Raspberries, 3, 5547, 0.0012763663297921666, 10.591570143605894
Organic Strawberries, Organic Hass Avocado, Organic Raspberries, 3, 8273, 0.0019036197307320342, 18.00141121678831
Organic Strawberries, Organic Hass Avocado, Organic Lemon, 3, 5236, 0.0012048051384156812, 17.804680958373844
Organic Baby Spinach, Organic Avocado, Large Lemon, 3, 6187, 0.0014236305178338081, 15.672680560899932
Organic Baby Spinach, Large Lemon, Limes, 3, 5313, 0.0012225228610394413, 16.9058693714728
Organic Avocado, Large Lemon, Limes, 3, 6584, 0.0015149803344783892, 28.624186320811063
